Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
464354,21000,60,"1,145.69",D,Hr Spec,5,"85,000.00",Default,CA,37.28,1,19,High Utilization,"7,177.13",92694,9,5150,60.60,120239,Middle Income,1,3-5 Years,High Rate
464376,15000,60,"1,145.69",B,Area Manager,2,"86,000.00",Non-Default,CO,19.3,0,15,Low Utilization,"16,056.35",60802,3,4053,2.60,103321,Middle Income,0,0-2 Years,High Rate
464537,35000,36,767.79,C,Chief Procurement Officer,10,"295,000.00",Non-Default,OH,14.14,0,13,High Utilization,"24,845.07",80918,4,6224,87.70,195069,High Income,0,6-10 Years,High Rate
464545,14400,60,573.87,D,Unknown,5,"109,200.00",Non-Default,TX,28.76,0,11,High Utilization,"16,111.07",94959,8,8633,74.70,120282,High Income,0,3-5 Years,Middle Rate
464564,15000,36,304.24,D,Technician,2,"48,000.00",Non-Default,CA,32.48,0,7,High Utilization,"16,245.87",39845,5,5692,98.00,56238,Middle Income,0,0-2 Years,Middle Rate
464640,13000,60,395.89,A,Branch Manager,10,"165,000.00",Non-Default,MN,12.6,1,16,Medium Utilization,"12,132.66",143079,3,8942,77.20,197387,High Income,0,6-10 Years,Middle Rate
464730,1600,36,462.41,D,Secretary,2,"26,000.00",Non-Default,CO,9.19,0,3,High Utilization,"1,733.06",11096,0,3699,91.80,11600,Low Income,0,0-2 Years,Middle Rate
464744,24000,36,169.27,E,Mooring Master Asst. A/B,4,"105,000.00",Default,CA,17.8,0,22,Medium Utilization,"7,173.65",258741,15,11761,44.20,330593,High Income,1,3-5 Years,Low Rate
464827,10000,36,310.45,A,Supervisor,1,"48,000.00",Non-Default,PA,25.98,0,14,Low Utilization,"11,082.70",151850,2,10846,45.50,231477,Middle Income,0,0-2 Years,Middle Rate
464915,12000,60,327.34,C,Electronics Technician,10,"52,000.00",Non-Default,KS,37.69,1,9,High Utilization,"8,635.31",83914,3,10489,64.70,129746,Middle Income,0,6-10 Years,Middle Rate
464960,11525,36,73.07,C,Accounting,10,"70,000.00",Non-Default,WI,26.38,1,14,Medium Utilization,"12,466.44",152194,2,10871,30.10,194497,Middle Income,0,6-10 Years,Low Rate
465008,9600,36,518.71,B,Control Room Oprerator,4,"110,000.00",Non-Default,NC,13,1,7,High Utilization,"10,094.36",256793,8,36685,69.10,273413,High Income,0,3-5 Years,Middle Rate
465033,8000,60,405.37,C,Team Coordinator,3,"48,000.00",Default,WA,16.5,0,9,High Utilization,"7,205.20",9383,4,1042,56.00,14991,Middle Income,1,3-5 Years,Middle Rate
465178,18500,36,"1,179.12",A,Field Engineer,10,"101,000.00",Non-Default,FL,9.55,0,17,Low Utilization,"19,856.17",116852,11,7303,6.90,188988,High Income,0,6-10 Years,High Rate
465193,25000,36,830.69,G,Mobile Mechanic,5,"50,000.00",Non-Default,TX,13.54,0,14,Low Utilization,"36,305.75",190238,5,13588,25.90,234435,Middle Income,0,3-5 Years,High Rate
465268,2675,36,"1,044.40",C,Flight Attendant,Unknown,"60,000.00",Non-Default,VA,23.26,0,13,Low Utilization,"2,762.17",336813,2,28068,12.30,445993,Middle Income,0,10+ Years,High Rate
465295,7000,36,336.22,A,Adult Services Manager,10,"55,000.00",Non-Default,NC,19.4,0,8,Low Utilization,"7,448.03",21042,1,2630,25.00,83449,Middle Income,0,6-10 Years,Middle Rate
465304,18000,36,422.58,B,Security Officcer,10,"47,000.00",Non-Default,CA,28.88,0,13,Low Utilization,"20,526.69",40412,6,3109,33.60,114495,Middle Income,0,6-10 Years,Middle Rate
465346,6425,36,"1,001.15",D,Inspection,3,"22,359.00",Non-Default,WI,8.27,0,11,Medium Utilization,"6,965.46",19109,9,1737,45.40,35028,Low Income,0,3-5 Years,High Rate
465397,4150,36,669.46,D,Unknown,3,"12,000.00",Non-Default,NC,19.5,0,7,Medium Utilization,"5,033.51",2171,7,310,54.50,6500,Low Income,0,3-5 Years,High Rate
465505,22000,60,451.90,A,Supervisor,5,"70,000.00",Non-Default,FL,23.07,0,18,Medium Utilization,"23,169.36",214172,9,13386,25.50,267355,Middle Income,0,3-5 Years,Middle Rate
465712,3600,60,164.96,B,Automated Logistics,9,"30,000.00",Non-Default,FL,20.12,1,4,High Utilization,"3,555.85",12479,2,3120,94.10,20500,Low Income,0,6-10 Years,Low Rate
465748,12000,36,339.20,A,Teacher,10,"70,000.00",Non-Default,TX,3.93,0,9,Medium Utilization,"11,195.69",43474,3,5434,23.80,90400,Middle Income,0,6-10 Years,Middle Rate
465752,3000,36,157.56,C,Customer Service Supervisor,5,"75,000.00",Non-Default,CA,17.07,3,9,High Utilization,"3,386.69",46299,4,5144,97.60,59306,Middle Income,0,3-5 Years,Low Rate
465914,6500,36,512.46,C,Payroll Specialist,2,"35,000.00",Non-Default,GA,34.44,0,10,Medium Utilization,"7,796.88",41565,9,4157,76.10,56384,Low Income,0,0-2 Years,Middle Rate
465963,35000,36,418.45,B,Natural Resource Specialist,10,"77,350.00",Non-Default,CA,19.66,0,6,High Utilization,"23,564.05",48059,1,8010,72.40,72160,Middle Income,0,6-10 Years,Middle Rate
466008,21000,36,322.63,D,Construction Superintendent,5,"206,000.00",Non-Default,CA,14.25,0,21,High Utilization,"15,755.14",654770,11,31180,89.50,668469,High Income,0,3-5 Years,Middle Rate
466078,15000,36,94.26,B,Small Business Banker,2,"40,000.00",Non-Default,TX,23.78,0,12,Medium Utilization,"14,873.56",82507,2,9167,60.40,91415,Low Income,0,0-2 Years,Low Rate
466219,17775,36,133.80,E,Customer Service,3,"36,631.00",Non-Default,OH,17.63,0,11,Medium Utilization,"20,213.47",138600,4,13860,50.30,166129,Low Income,0,3-5 Years,Low Rate
466347,2400,36,71.88,C,Instructional Materials Tech,10,"55,000.00",Non-Default,VA,21.95,0,11,High Utilization,"2,402.68",26900,6,3363,62.20,40827,Middle Income,0,6-10 Years,Low Rate
466473,15000,36,"1,300.55",A,Claims Adjuster,2,"46,000.00",Non-Default,AZ,23.45,0,9,Medium Utilization,"16,693.38",22389,1,2488,59.90,73666,Low Income,0,0-2 Years,High Rate
466495,10000,36,346.47,B,Ophthalmic Assistant,1,"56,000.00",Default,PA,26.6,0,11,High Utilization,"7,859.24",114599,3,10418,87.40,142754,Middle Income,1,0-2 Years,Middle Rate
466504,25150,36,644.07,E,Senior Accounting Manager,10,"150,000.00",Default,TX,28.28,1,21,Medium Utilization,"5,501.49",320196,7,16010,51.80,438466,High Income,1,6-10 Years,High Rate
466536,5500,36,277.11,B,Lab Director,10,"74,400.00",Non-Default,IL,10.96,0,8,Low Utilization,"6,081.28",29380,4,3673,26.10,55039,Middle Income,0,6-10 Years,Middle Rate
466587,11500,60,520.91,E,Sorter,3,"32,000.00",Non-Default,CA,23.97,0,7,High Utilization,"13,764.16",29327,4,4888,93.10,39774,Low Income,0,3-5 Years,Middle Rate
466602,18000,36,136.06,A,Registered Nurse,10,"80,000.00",Non-Default,FL,29.58,0,19,Medium Utilization,"19,485.99",149774,7,9985,59.30,164406,Middle Income,0,6-10 Years,Low Rate
466609,10000,36,308.27,A,Foreman,1,"80,000.00",Non-Default,MI,15.8,0,12,Low Utilization,"11,103.21",187407,10,15617,29.90,225870,Middle Income,0,0-2 Years,Middle Rate
466657,12000,36,625.45,A,Bookkeeper,10,"75,000.00",Non-Default,CA,17.7,0,6,High Utilization,"13,204.43",22128,2,3688,89.30,41001,Middle Income,0,6-10 Years,High Rate
466679,24000,36,359.66,C,Programming Director,4,"135,000.00",Non-Default,CA,17.21,0,17,High Utilization,"27,234.10",493024,5,29001,94.90,536818,High Income,0,3-5 Years,Middle Rate
466738,6000,60,310.79,C,Clerk Typist,10,"47,000.00",Non-Default,NJ,10.29,0,4,High Utilization,"6,141.03",3224,4,806,96.60,4500,Middle Income,0,6-10 Years,Middle Rate
466806,30000,36,600.69,A,Captain,6,"225,000.00",Non-Default,OR,8.91,0,10,Medium Utilization,"33,109.09",447497,1,49722,41.30,582235,High Income,0,6-10 Years,High Rate
466857,10000,36,505.34,C,Order Selector,1,"44,978.00",Non-Default,CA,15.23,0,4,High Utilization,"12,061.01",22350,1,7450,99.80,27405,Low Income,0,0-2 Years,Middle Rate
466929,22000,36,856.50,C,Maintenance,5,"50,000.00",Non-Default,SC,36.32,0,10,Medium Utilization,"15,378.77",54279,4,5428,61.40,92171,Middle Income,0,3-5 Years,High Rate
466961,35000,60,557.02,E,Vp Quality/Risk/Org Support,10,"125,000.00",Non-Default,CA,16.21,0,14,High Utilization,"43,064.98",106745,8,8895,88.00,120093,High Income,0,6-10 Years,Middle Rate
466972,24000,60,457.91,D,Qa Analyst,4,"118,160.00",Default,NJ,23.21,0,14,High Utilization,"7,276.59",46588,8,3584,70.00,88165,High Income,1,3-5 Years,Middle Rate
466978,15000,60,202.34,D,Forkliftdriver,2,"40,000.00",Non-Default,MN,20.16,0,10,High Utilization,"11,539.85",14780,2,1642,85.10,19100,Low Income,0,0-2 Years,Low Rate
467059,10000,60,485.05,B,Financial Analyst,1,"48,000.00",Non-Default,MO,27.38,0,24,Medium Utilization,"10,214.40",352337,6,16778,53.30,383149,Middle Income,0,0-2 Years,Middle Rate
467131,17475,60,370.59,F,Regional Manager,10,"90,000.00",Non-Default,KS,8,0,5,High Utilization,"23,876.83",218110,2,43622,0.60,230375,Middle Income,0,6-10 Years,Middle Rate
467136,10000,60,826.24,B,Unknown,1,"77,000.00",Non-Default,NJ,4.25,0,8,Medium Utilization,"10,424.50",9206,1,1315,45.30,20900,Middle Income,0,0-2 Years,High Rate
467156,12025,36,863.16,F,Program Officer,3,"40,110.00",Non-Default,NV,28.22,0,9,High Utilization,"10,905.89",40024,5,5003,67.90,52478,Low Income,0,3-5 Years,High Rate
467333,12000,36,304.70,A,Lease Operator,10,"60,000.00",Non-Default,TX,8.26,0,5,High Utilization,"12,451.43",305238,4,61048,95.00,335929,Middle Income,0,6-10 Years,Middle Rate
467382,32000,36,314.20,B,Associate,10,"145,000.00",Non-Default,NC,14.61,0,18,Medium Utilization,"34,512.89",456940,5,28559,42.00,582189,High Income,0,6-10 Years,Middle Rate
467399,5000,36,420.48,C,Sales Associate,1,"15,000.00",Non-Default,TX,38.8,0,8,Medium Utilization,"5,131.54",8802,10,1100,61.50,21118,Low Income,0,0-2 Years,Middle Rate
467419,23925,60,191.37,C,Legal Secretary,3,"65,000.00",Non-Default,TX,17.56,0,11,High Utilization,"17,469.55",193418,1,17583,78.90,222426,Middle Income,0,3-5 Years,Low Rate
467569,12000,60,764.25,B,Electrician,10,"48,000.00",Non-Default,WI,16.78,0,11,High Utilization,"11,993.50",36411,4,3310,95.50,41084,Middle Income,0,6-10 Years,High Rate
467571,8400,60,686.52,B,Administration Assistant,10,"33,800.00",Non-Default,MN,27.17,0,11,Low Utilization,"9,934.62",44430,8,4039,29.50,63997,Low Income,0,6-10 Years,High Rate
467573,10000,36,311.02,B,Sales,1,"120,000.00",Non-Default,GA,23.62,3,9,High Utilization,"10,971.03",133249,3,14805,99.70,220515,High Income,0,0-2 Years,Middle Rate
467588,24000,36,641.83,A,Cost Accountant,4,"77,000.00",Non-Default,TX,16.43,0,23,Low Utilization,"22,437.47",37131,6,1857,20.00,180001,Middle Income,0,3-5 Years,High Rate
467661,16000,36,66.71,A,Senior Consultant,1,"106,000.00",Non-Default,MN,9.06,0,8,Low Utilization,"16,270.45",13089,6,1636,27.90,40200,High Income,0,0-2 Years,Low Rate
467668,14400,60,132.87,D,Route 10 Manager,5,"40,000.00",Default,TN,29.76,0,12,High Utilization,"5,167.32",115537,8,9628,91.50,137774,Low Income,1,3-5 Years,Low Rate
467685,35000,60,447.83,D,Driver,10,"120,000.00",Default,GA,23.32,0,12,High Utilization,"7,992.37",84478,10,7040,91.40,115175,High Income,1,6-10 Years,Middle Rate
467718,25000,60,370.48,A,It Director,5,"100,000.00",Non-Default,TX,23.86,0,12,Low Utilization,"26,913.18",298505,10,24875,5.80,366790,High Income,0,3-5 Years,Middle Rate
467734,5000,36,346.69,C,A/B Seaman,1,"72,000.00",Default,NY,15.72,0,12,Low Utilization,"1,698.78",24154,8,2013,25.80,41766,Middle Income,1,0-2 Years,Middle Rate
467957,2375,36,107.82,B,Coder,4,"32,000.00",Default,MI,27.19,0,8,Low Utilization,"1,521.87",20157,2,2520,28.80,50000,Low Income,1,3-5 Years,Low Rate
467967,22500,60,290.19,B,Department Manager,10,"45,000.00",Non-Default,IL,17.76,0,11,High Utilization,"22,982.17",24598,1,2236,81.40,36700,Low Income,0,6-10 Years,Middle Rate
468032,9600,36,637.27,B,Digital And Offset Press Operator,4,"60,000.00",Non-Default,OH,21.52,0,6,High Utilization,"10,428.13",149473,4,29895,79.90,163417,Middle Income,0,3-5 Years,High Rate
468097,15000,36,498.84,A,Logistics Coordinator,2,"60,000.00",Non-Default,OH,9.42,0,7,High Utilization,"14,186.67",143769,3,23962,68.20,160229,Middle Income,0,0-2 Years,Middle Rate
468104,10000,36,594.88,C,Solutions Specialist,1,"60,000.00",Default,CA,19.06,0,8,Low Utilization,"4,478.54",26753,6,3344,3.60,42562,Middle Income,1,0-2 Years,High Rate
468166,18000,36,893.54,B,Teacher,10,"90,000.00",Non-Default,TX,18.04,0,20,High Utilization,"12,107.70",214579,7,11294,81.10,265261,Middle Income,0,6-10 Years,High Rate
468274,10000,36,670.90,A,Owner,1,"80,000.00",Default,NV,10.29,3,19,Medium Utilization,"6,774.28",310496,1,16342,46.10,380000,Middle Income,1,0-2 Years,High Rate
468282,11500,60,476.79,E,Legal Assistant,3,"78,000.00",Non-Default,CA,19.53,0,18,High Utilization,"9,078.28",265750,5,14764,75.90,613491,Middle Income,0,3-5 Years,Middle Rate
468289,20000,60,540.50,A,Account Manager,2,"65,000.00",Default,NJ,19.24,0,13,Medium Utilization,"13,716.22",71849,3,5987,71.40,95105,Middle Income,1,0-2 Years,Middle Rate
468355,24000,36,388.45,C,Military Intelligence,4,"77,900.00",Default,TX,30.9,0,13,Medium Utilization,"12,770.53",258018,4,19848,NA,319022,Middle Income,1,3-5 Years,Middle Rate
468358,7000,36,171.33,B,Corrections Officer,10,"52,000.00",Non-Default,PA,16.48,0,6,High Utilization,"7,710.70",77068,3,12844,99.00,87674,Middle Income,0,6-10 Years,Low Rate
468395,12000,36,760.82,C,Teacher,10,"86,000.00",Non-Default,KY,29.96,0,20,High Utilization,"12,461.82",288012,7,16000,91.00,326985,Middle Income,0,6-10 Years,High Rate
468489,25000,60,499.45,B,Executive Vice President,5,"275,000.00",Non-Default,WI,8.43,1,16,High Utilization,"16,164.66",41555,2,3463,90.20,58500,High Income,0,3-5 Years,Middle Rate
468495,5300,36,"1,162.34",A,Etl Developer,Unknown,"64,000.00",Non-Default,TX,13.46,0,15,Low Utilization,"5,717.46",227045,8,17465,21.40,255017,Middle Income,0,10+ Years,High Rate
468660,3000,60,231.55,B,Sql Dba,5,"107,000.00",Non-Default,KY,16.16,0,18,Medium Utilization,"3,040.85",191071,4,10615,86.60,232591,High Income,0,3-5 Years,Low Rate
468661,20000,36,104.90,B,Unknown,2,"75,000.00",Default,MA,11.12,0,12,High Utilization,"11,871.51",436311,5,39665,72.80,531300,Middle Income,1,0-2 Years,Low Rate
468922,3000,36,197.95,C,Billing Analyst,5,"19,000.00",Non-Default,MO,22.3,0,8,Medium Utilization,"3,004.89",18628,4,2329,39.00,27400,Low Income,0,3-5 Years,Low Rate
468973,18000,36,503.09,C,Rn,10,"45,000.00",Non-Default,TX,14.05,0,8,High Utilization,"20,783.25",16838,4,2105,94.20,19599,Low Income,0,6-10 Years,Middle Rate
469033,6000,60,334.01,D,Electronic Tech,10,"79,000.00",Non-Default,FL,14.86,1,12,Medium Utilization,"7,195.56",254753,12,21229,54.60,298787,Middle Income,0,6-10 Years,Middle Rate
469057,8500,60,267.98,A,Unknown,5,"32,000.00",Non-Default,OH,19.92,0,13,Low Utilization,"9,360.20",16252,4,1625,21.10,42221,Low Income,0,3-5 Years,Low Rate
469111,7000,36,234.82,B,Business Analyst,10,"68,000.00",Non-Default,TX,11.58,3,9,Medium Utilization,"7,926.21",180426,1,20047,58.80,205243,Middle Income,0,6-10 Years,Low Rate
469160,17000,36,258.71,D,Benefit Entitlement Tech,9,"55,900.00",Non-Default,MD,11.94,0,5,High Utilization,"19,290.81",16249,2,3250,98.00,19300,Middle Income,0,6-10 Years,Low Rate
469168,3000,60,392.81,D,Credit Analyst,5,"68,000.00",Default,OR,8.01,0,17,Low Utilization,882.10,140117,11,8242,28.90,151456,Middle Income,1,3-5 Years,Middle Rate
469274,13000,36,837.43,B,Cad Technician,10,"35,000.00",Non-Default,TX,16.98,0,17,Medium Utilization,"14,597.85",60895,8,3582,75.30,80630,Low Income,0,6-10 Years,High Rate
469301,28550,36,529.67,E,Store Manager,10,"60,000.00",Non-Default,NV,13.16,0,14,High Utilization,"37,665.33",161108,4,13426,94.40,173275,Middle Income,0,6-10 Years,Middle Rate
469304,11500,36,"1,097.13",D,Attorney,3,"65,000.00",Non-Default,CA,26.14,0,10,High Utilization,"13,902.16",622308,2,62231,84.30,639213,Middle Income,0,3-5 Years,High Rate
469349,12300,60,640.96,E,Mvd Agent,Unknown,"28,000.00",Non-Default,NM,36.95,0,12,Medium Utilization,"10,174.23",22978,3,2298,75.40,42953,Low Income,0,10+ Years,High Rate
469366,11000,60,312.86,A,Insurance Agent,10,"195,000.00",Non-Default,OK,9.58,0,10,Low Utilization,"11,535.65",403747,5,40375,9.50,472220,High Income,0,6-10 Years,Middle Rate
469506,9000,36,325.69,A,Service Tech,10,"29,000.00",Non-Default,SC,14.86,0,4,Low Utilization,"9,887.48",13880,1,3470,0.00,59300,Low Income,0,6-10 Years,Middle Rate
469514,10000,60,196.41,C,Correctional Sergeant,1,"94,000.00",Non-Default,CA,10.85,0,7,Medium Utilization,"11,077.34",37068,2,5295,63.40,59595,High Income,0,0-2 Years,Low Rate
469620,6000,36,500.58,C,Unknown,10,"30,000.00",Default,NY,24.08,0,15,Medium Utilization,"2,166.22",12203,8,814,53.20,23800,Low Income,1,6-10 Years,Middle Rate
469643,4000,36,799.32,C,Operations Warehouse Manager,1,"80,000.00",Non-Default,CA,0.74,1,8,Low Utilization,"4,704.03",229254,1,45851,4.10,341400,Middle Income,0,0-2 Years,High Rate
469661,7225,60,173.31,D,Administrative Assistant,3,"35,500.00",Non-Default,MA,22.35,3,15,Low Utilization,"7,627.52",11958,4,920,6.20,38029,Low Income,0,3-5 Years,Low Rate
469666,20000,36,299.15,B,Vp Sales,2,"60,000.00",Non-Default,CA,32.51,0,8,High Utilization,"23,391.35",22531,0,2816,93.40,89249,Middle Income,0,0-2 Years,Middle Rate
469678,2000,36,339.68,A,Cartographic Technician,4,"45,000.00",Non-Default,OR,15.31,0,8,High Utilization,"1,939.10",16933,4,2419,90.30,24342,Low Income,0,3-5 Years,Middle Rate
469782,25000,60,581.17,A,Civil Engineer,5,"85,000.00",Non-Default,KY,6.75,1,8,High Utilization,"27,914.98",138498,0,19785,73.10,187528,Middle Income,0,3-5 Years,High Rate
469790,12000,36,697.90,B,Associate,10,"48,000.00",Non-Default,CO,9.35,0,9,Medium Utilization,"12,935.47",7597,0,844,57.90,19525,Middle Income,0,6-10 Years,High Rate
469821,2000,36,490.75,C,Business Analyst,4,"50,000.00",Non-Default,CA,13.85,0,6,Medium Utilization,"2,231.91",256223,4,42704,51.20,283300,Middle Income,0,3-5 Years,Middle Rate
469831,12900,36,451.73,E,Social Worker,4,"38,000.00",Default,AR,20.47,0,34,Medium Utilization,"4,162.16",105525,8,3298,86.00,106292,Low Income,1,3-5 Years,Middle Rate
469868,15000,60,573.25,A,Comp & Benefits Administrator,2,"55,000.00",Non-Default,AL,16.3,0,11,Low Utilization,"15,869.84",162911,2,16291,28.80,207225,Middle Income,0,0-2 Years,Middle Rate
469928,30000,60,538.24,C,Professor,6,"75,000.00",Non-Default,WA,12.48,0,7,High Utilization,"34,547.28",286993,1,40999,82.70,334954,Middle Income,0,6-10 Years,Middle Rate
469945,18000,60,190.52,C,Storekeeper Ii,10,"54,000.00",Non-Default,CA,15.11,0,6,High Utilization,"13,031.58",23767,2,3961,80.10,35995,Middle Income,0,6-10 Years,Low Rate
470022,4000,36,510.60,A,It Tech,1,"55,000.00",Non-Default,CT,13.74,0,17,Medium Utilization,"4,352.41",97069,1,5710,48.60,106026,Middle Income,0,0-2 Years,Middle Rate
470042,25000,60,469.29,E,Operations Supervisor,5,"72,000.00",Non-Default,CO,24.55,1,11,Low Utilization,"35,069.10",88946,4,8895,10.10,100645,Middle Income,0,3-5 Years,Middle Rate
470088,20400,60,493.45,C,Teacher,1,"78,000.00",Non-Default,TX,33.22,0,19,High Utilization,"20,398.37",222195,7,11694,87.50,278052,Middle Income,0,0-2 Years,Middle Rate
470130,30000,36,204.55,C,Registered Nurse,6,"157,000.00",Default,MA,12.02,0,13,Medium Utilization,"22,873.08",43938,6,3380,72.90,76488,High Income,1,6-10 Years,Low Rate
470168,15025,36,391.56,B,Office Administrator,1,"48,750.00",Non-Default,NY,21.27,1,9,Medium Utilization,"16,409.47",182415,4,26059,55.20,199014,Middle Income,0,0-2 Years,Middle Rate
470332,20000,36,164.57,C,Payroll Manager,2,"55,000.00",Non-Default,CA,9.57,0,4,High Utilization,"23,752.73",16055,2,4014,83.60,19200,Middle Income,0,0-2 Years,Low Rate
470340,3200,60,582.08,A,Administration,4,"25,000.00",Non-Default,PA,19.37,0,9,Medium Utilization,"3,073.60",14384,2,1598,48.20,28349,Low Income,0,3-5 Years,High Rate
470353,6000,36,325.69,C,Install/Technician,10,"58,000.00",Non-Default,CA,24.27,0,6,Medium Utilization,"6,351.58",54694,6,9116,75.30,70443,Middle Income,0,6-10 Years,Middle Rate
470408,15000,36,793.37,C,Unknown,2,"57,864.00",Non-Default,CA,23.19,0,7,Medium Utilization,"10,647.93",59579,4,8511,64.50,89106,Middle Income,0,0-2 Years,High Rate
470743,25000,36,228.21,A,Partner,5,"150,000.00",Non-Default,WV,11.23,0,19,Medium Utilization,"23,324.19",171311,5,9016,34.10,246838,High Income,0,3-5 Years,Low Rate
470769,7000,36,472.03,B,Server,10,"20,000.00",Default,CA,9.8,0,10,Low Utilization,"1,279.98",22904,6,2545,13.10,49431,Low Income,1,6-10 Years,Middle Rate
470824,6500,60,388.45,B,Unknown,2,"32,700.00",Non-Default,OR,11.16,0,5,High Utilization,"6,318.74",59066,0,11813,NA,105300,Low Income,0,0-2 Years,Middle Rate
470992,20075,60,774.30,D,Nuclear Medicine Technologist,3,"76,500.00",Non-Default,IL,21.25,1,18,Medium Utilization,"21,703.62",264791,4,18914,51.10,284856,Middle Income,0,3-5 Years,High Rate
471057,23250,36,312.57,B,Artist,6,"50,577.00",Non-Default,IL,16.39,0,9,High Utilization,"25,192.73",119113,3,13235,64.60,153429,Middle Income,0,6-10 Years,Middle Rate
471128,25000,36,491.01,B,Vendor Service Manager,5,"99,765.00",Non-Default,MA,22.54,1,21,Medium Utilization,"26,334.35",168151,5,8408,48.80,238805,High Income,0,3-5 Years,Middle Rate
471154,20000,36,311.71,C,Sales Consultant,2,"84,000.00",Non-Default,LA,27.53,2,10,High Utilization,"25,208.30",343791,3,34379,68.60,368629,Middle Income,0,0-2 Years,Middle Rate
471179,29425,60,383.89,C,Registered Sales Assistant,10,"60,000.00",Non-Default,NC,37.74,0,12,Low Utilization,"20,605.57",160271,6,13356,3.00,236081,Middle Income,0,6-10 Years,Middle Rate
471185,20000,36,248.48,D,Data Analyst,2,"96,000.00",Non-Default,AZ,25.18,0,14,High Utilization,"14,914.44",94911,11,7301,82.00,129271,High Income,0,0-2 Years,Low Rate
471245,24000,36,454.96,A,Operations Manager,4,"195,000.00",Non-Default,FL,20.33,0,14,High Utilization,"22,398.47",238307,2,17022,81.00,310866,High Income,0,3-5 Years,Middle Rate
471263,15000,36,388.06,C,Letter Carrier,2,"69,000.00",Non-Default,NY,6.71,0,2,High Utilization,"10,982.35",13679,0,6840,90.20,15700,Middle Income,0,0-2 Years,Middle Rate
471361,6000,60,255.04,A,Programmer/Analyst,10,"92,000.00",Non-Default,NY,10.88,2,8,Medium Utilization,"5,762.96",159647,0,19956,94.10,201932,High Income,0,6-10 Years,Low Rate
471420,7500,60,823.60,A,Assistant Vice President,3,"105,000.00",Non-Default,CA,11.53,0,8,Low Utilization,"7,225.03",47316,4,5915,17.80,113474,High Income,0,3-5 Years,High Rate
471452,5600,36,388.45,B,Bus Driver,2,"36,000.00",Non-Default,NV,20.93,0,6,Medium Utilization,"5,736.29",4770,1,954,NA,12000,Low Income,0,0-2 Years,Middle Rate
471512,12000,36,774.30,A,Software Engineer,10,"127,000.00",Non-Default,CA,20.13,1,11,Medium Utilization,"11,633.07",530602,3,48237,46.80,656803,High Income,0,6-10 Years,High Rate
471569,15000,36,879.88,C,Advertising,2,"80,000.00",Non-Default,CA,18.81,0,15,Medium Utilization,"18,273.11",377676,10,25178,39.60,423002,Middle Income,0,0-2 Years,High Rate
471580,19200,60,185.30,C,Truck Driver,1,"67,000.00",Default,KY,28.26,0,13,Medium Utilization,"4,554.92",50060,11,3851,35.20,86729,Middle Income,1,0-2 Years,Low Rate
471589,16100,36,213.89,F,Driver,4,"61,000.00",Non-Default,OH,27.23,0,9,High Utilization,"13,762.31",87486,5,9721,66.60,103783,Middle Income,0,3-5 Years,Low Rate
471610,7250,60,388.45,B,Registered Nurse,1,"61,526.40",Non-Default,PA,18.08,0,6,High Utilization,"7,985.41",37058,4,7412,NA,91375,Middle Income,0,0-2 Years,Middle Rate
471764,10000,60,338.54,B,Driver,1,"65,000.00",Default,LA,35.51,0,14,Low Utilization,"6,954.12",161441,9,13453,16.70,215580,Middle Income,1,0-2 Years,Middle Rate
471797,12000,36,717.58,G,Surgical Coordinator,10,"47,000.00",Non-Default,CT,27.29,0,15,Medium Utilization,"15,677.66",23448,11,1563,87.90,32342,Middle Income,0,6-10 Years,High Rate
471834,7000,36,657.58,C,Director Of Client Experience,10,"37,000.00",Non-Default,CA,20.21,0,10,Low Utilization,"7,946.90",29382,3,2938,28.10,37105,Low Income,0,6-10 Years,High Rate
471894,12000,36,808.42,B,Manger Of Town Services,10,"105,000.00",Non-Default,TX,15.77,0,3,Medium Utilization,"14,029.27",53943,1,17981,48.70,79006,High Income,0,6-10 Years,High Rate
471897,8000,60,818.35,C,It Manager,3,"68,200.00",Non-Default,FL,12.51,0,5,High Utilization,"8,861.24",234745,5,46949,80.20,243841,Middle Income,0,3-5 Years,High Rate
471926,10000,36,233.48,B,Man Tech,1,"75,000.00",Non-Default,CA,14.94,0,14,Low Utilization,"10,852.94",39337,5,2810,12.70,83747,Middle Income,0,0-2 Years,Low Rate
471949,11200,36,796.98,B,Server,10,"65,000.00",Non-Default,NV,16.3,0,16,Medium Utilization,"12,503.46",34089,6,2131,44.50,58067,Middle Income,0,6-10 Years,High Rate
471998,5000,60,406.24,B,Paralegal,1,"70,000.00",Non-Default,VA,12.5,1,26,Low Utilization,"5,645.29",13274,17,553,13.00,45200,Middle Income,0,0-2 Years,Middle Rate
472029,15600,36,658.95,B,Sales Admin,2,"31,200.00",Non-Default,TX,14.81,0,13,Low Utilization,"17,229.47",9859,6,758,27.50,48000,Low Income,0,0-2 Years,High Rate
472110,5000,60,303.36,B,Cab Shop,1,"40,000.00",Non-Default,IN,1.92,0,4,Low Utilization,"5,843.96",81284,6,20321,29.50,88600,Low Income,0,0-2 Years,Middle Rate
